DATABASE;Antibiotic.Class;GENE;ACCESSION;Standard.Gene.Name;Antibiotic.Gene.Family;Disinfecting.Agent;Metal.resistance;Mechanism
ResFinder;tetracycline;tet(40)_1;FJ158002;tet(40);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(44)_1;NZ_ABDU01000081;tet(44);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(44)_2;FN594949;tet(44);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(57)_1;KP137702;tet(57);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(A)_4;AJ517790;tet(A);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(A)_6;AF534183;tet(A);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(B)_2;AF326777;tet(B);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(C)_3;AF055345;tet(C);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(E)_3;CP000645;tet(E);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(G)_1;AF133139;tet(G);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(H)_2;AJ245947;tet(H);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(H)_3;Y15510;tet(H);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(K)_1;U38656;tet(K);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(L)_1;HM235948;tet(L);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(L)_2;M29725;tet(L);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tet(M)_1;X92947;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(M)_10;EU182585;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(M)_13;AM990992;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(M)_7;FN433596;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(M)_8;X04388;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(O)_1;M18896;tet(O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(O)_2;M20925;tet(O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(O/32/O)_5;FP929050;tet(O/M/O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(Q)_1;L33696;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(Q)_2;X58717;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(Q)_3;U73497;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(Q)_4;Z21523;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(S)_3;X92946;tet(S);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(S/M)_2;AY534326;tet(S);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(T)_1;L42544;tet(T);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(W)_1;DQ060146;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(W)_2;AY049983;tet(W/32/O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(W)_3;AJ427421;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(W)_4;FN396364;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(W)_5;AJ427422;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
ResFinder;tetracycline;tet(X)_1;GU014535;tet(X);tetracycline inactivation enzyme;;;antibiotic inactivation
ResFinder;tetracycline;tet(X)_2;M37699;tet(X);tetracycline inactivation enzyme;;;antibiotic inactivation
ResFinder;tetracycline;tet(X)_3;AB097942;tetX6;tetracycline inactivation enzyme;;;antibiotic inactivation
ResFinder;tetracycline;tet(X5)_1;CP040912;tet(x5);tetracycline inactivation enzyme;;;
ResFinder;tetracycline;tet(X6)_1;MN507533;tetX6;tetracycline inactivation enzyme;;;antibiotic inactivation
ResFinder;tetracycline;tet(Y)_1;EF495198;tet(Y);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic inactivation
ResFinder;tetracycline;tet(Z)_1;AF121000;tet(Z);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tetA(P)_1;AB054980;tetA(P);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tetA(P)_2;L20800;tetA(P);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
ResFinder;tetracycline;tetB(P)_1;NC_010937;tetB(P);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
